"";"country";"Year";"GDP_per_capita";"life_expectancy";"population";"continent";"child_per_woman";"child_mortality";"health_spend";"maternal_mortality"
"18051";"Pakistan";1934;1370;31,5;25100000;"Asia";6,59;433;NA;NA
"18052";"Panama";1934;3110;39,5;576000;"Americas";5,03;313;NA;NA
"18053";"Paraguay";1934;3440;40;981000;"Americas";6,49;314;NA;NA
"18054";"Peru";1934;3790;33,2;5900000;"Americas";6,59;344;NA;NA
"18055";"Philippines";1934;2300;38,1;12700000;"Asia";5,51;335;NA;NA
"18056";"Poland";1934;2920;51,2;29700000;"Europe";3,56;226;NA;NA
"18057";"Portugal";1934;3290;45,2;7150000;"Europe";3,74;231;NA;NA
"18058";"Romania";1934;3130;44,2;14800000;"Europe";4,34;296;NA;NA
"18059";"Rwanda";1934;514;34,1;1970000;"Africa";7,38;368;NA;NA
"18060";"Sao Tome and Principe";1934;1110;31,9;53600;"Africa";6,23;252;NA;NA
"18061";"Saudi Arabia";1934;966;36,7;2900000;"Asia";6,98;385;NA;NA
"18062";"Senegal";1934;1230;29,1;2220000;"Africa";5,98;467;NA;NA
"18063";"Serbia";1934;3590;47,1;5840000;"Europe";4,18;171;NA;NA
"18064";"Sierra Leone";1934;1110;29,6;1830000;"Africa";5,73;480;NA;NA
"18065";"Singapore";1934;4330;45,6;537000;"Asia";7,29;275;NA;NA
"18066";"Slovak Republic";1934;4190;51,8;3230000;"Europe";2,86;191;NA;NA
"18067";"Slovenia";1934;3880;49;1280000;"Europe";3,06;183;NA;NA
"18068";"Somalia";1934;892;33,5;2040000;"Africa";7,01;407;NA;NA
"18069";"South Africa";1934;5260;37,4;9640000;"Africa";6,43;342;NA;NA
"18070";"Spain";1934;4330;52,1;24400000;"Europe";3,38;171;NA;NA
"18071";"Sri Lanka";1934;1920;41,5;5830000;"Asia";5,65;244;NA;NA
"18072";"Sudan";1934;1270;31,5;5310000;"Africa";6,65;386;NA;NA
"18073";"Swaziland";1934;1090;33,7;154000;"Africa";6,71;382;NA;NA
"18074";"Sweden";1934;7460;64,9;6220000;"Europe";1,68;59,5;NA;NA
"18075";"Switzerland";1934;13900;62,8;4130000;"Europe";1,88;59,7;NA;NA
"18076";"Syria";1934;1550;33;2700000;"Asia";6,97;388;NA;NA
"18077";"Tanzania";1934;830;34,6;5610000;"Africa";6,73;382;NA;NA
"18078";"Thailand";1934;1230;37,2;1,4e+07;"Asia";6,27;339;NA;NA
"18079";"Togo";1934;1060;33,6;1210000;"Africa";6,34;395;NA;NA
"18080";"Trinidad and Tobago";1934;3270;47,6;437000;"Americas";4,23;195;NA;NA
"18081";"Tunisia";1934;1470;34,2;2740000;"Africa";6,3;396;NA;NA
"18082";"Turkey";1934;2560;37,3;1,6e+07;"Europe";6,72;347;NA;NA
"18083";"Uganda";1934;781;26,2;3760000;"Africa";6,89;456;NA;NA
"18084";"United Kingdom";1934;8850;61,3;46800000;"Europe";1,76;86,5;NA;NA
"18085";"United States";1934;8310;60,3;1,29e+08;"Americas";2,07;79,7;NA;NA
"18086";"Uruguay";1934;6650;44,7;1840000;"Americas";2,86;140;NA;NA
"18087";"Venezuela";1934;4390;34,2;3710000;"Americas";5,36;257;NA;NA
"18088";"Vietnam";1934;1050;30,6;2,1e+07;"Asia";5,19;365;NA;NA
"18089";"Zambia";1934;1640;35,4;1450000;"Africa";6,71;374;NA;NA
"18090";"Zimbabwe";1934;1090;34,8;2430000;"Africa";6,75;358;NA;NA
"18091";"Afghanistan";1935;945;31,2;6710000;"Asia";7,26;449;NA;NA
"18092";"Albania";1935;1760;40,9;1040000;"Europe";3,98;330;NA;NA
"18093";"Algeria";1935;3230;35,6;7320000;"Africa";7,25;380;NA;NA
"18094";"Angola";1935;1990;32,5;3940000;"Africa";6,99;428;NA;NA
"18095";"Argentina";1935;7110;53,7;13100000;"Americas";3,62;160;NA;NA
"18096";"Australia";1935;8690;65,4;6740000;"Oceania";2,12;53,6;NA;NA
"18097";"Austria";1935;5580;57,6;6760000;"Europe";1,81;142;NA;NA
"18098";"Bahrain";1935;3280;30,7;1e+05;"Asia";6,99;410;NA;NA
"18099";"Bangladesh";1935;1160;30,1;35900000;"Asia";6,51;390;NA;NA
"18100";"Belgium";1935;8740;60;8290000;"Europe";1,94;102;NA;NA
"18101";"Benin";1935;1130;33,3;1950000;"Africa";5,7;399;NA;NA
"18102";"Bolivia";1935;2560;35,1;2780000;"Americas";6,54;375;NA;NA
"18103";"Bosnia and Herzegovina";1935;1080;43,4;2320000;"Europe";5,15;289;NA;NA
"18104";"Botswana";1935;742;34,3;261000;"Africa";6,49;353;NA;NA
"18105";"Brazil";1935;2140;35,3;37500000;"Americas";5,9;351;NA;NA
"18106";"Bulgaria";1935;2070;50,7;6420000;"Europe";3,54;189;NA;NA
"18107";"Burkina Faso";1935;532;31,8;3840000;"Africa";6,08;420;NA;NA
"18108";"Burundi";1935;490;31,9;2050000;"Africa";6,81;382;NA;NA
"18109";"Cambodia";1935;1080;36,6;3830000;"Asia";6,95;351;NA;NA
"18110";"Cameroon";1935;1240;31;3090000;"Africa";5,54;419;NA;NA
"18111";"Canada";1935;6540;62,5;11100000;"Americas";2,75;91,5;NA;NA
"18112";"Central African Republic";1935;957;32,9;836000;"Africa";6,07;399;NA;NA
"18113";"Chad";1935;950;34,7;1480000;"Africa";6,06;394;NA;NA
"18114";"Chile";1935;3950;39,5;4710000;"Americas";5,13;408;NA;NA
"18115";"China";1935;1000;35,2;5,06e+08;"Asia";5,38;357;NA;NA
"18116";"Colombia";1935;2560;36,8;8640000;"Americas";6,17;253;NA;NA
"18117";"Comoros";1935;798;33,6;141000;"Africa";5,88;384;NA;NA
"18118";"Congo, Dem. Rep.";1935;1180;34,6;1,1e+07;"Africa";5,99;391;NA;NA
"18119";"Congo, Rep.";1935;1300;30,9;739000;"Africa";5,67;364;NA;NA
"18120";"Costa Rica";1935;2300;45,5;632000;"Americas";6,55;249;NA;NA
"18121";"Cote d'Ivoire";1935;1690;34,5;2360000;"Africa";6,72;401;NA;NA
"18122";"Croatia";1935;3580;48;3380000;"Europe";3,96;221;NA;NA
"18123";"Cuba";1935;4990;45,5;4310000;"Americas";4,33;200;NA;NA
"18124";"Czech Republic";1935;5570;57,7;8410000;"Europe";1,68;145;NA;NA
"18125";"Denmark";1935;9740;62,9;3690000;"Europe";2,12;87,2;NA;NA
"18126";"Djibouti";1935;2050;34,1;55000;"Africa";6,3;413;NA;NA
"18127";"Dominican Republic";1935;1590;32;1520000;"Americas";6,16;397;NA;NA
"18128";"Ecuador";1935;1940;34,9;2290000;"Americas";7,01;368;NA;NA
"18129";"Egypt";1935;1670;32,9;16400000;"Africa";5,97;372;NA;NA
"18130";"El Salvador";1935;2420;33,2;1610000;"Americas";6,14;370;NA;NA
"18131";"Equatorial Guinea";1935;456;32;169000;"Africa";5,51;409;NA;NA
"18132";"Eritrea";1935;754;32,5;935000;"Africa";6,95;408;NA;NA
"18133";"Ethiopia";1935;563;27,8;14600000;"Africa";7,24;406;NA;NA
"18134";"Finland";1935;5230;57,2;3580000;"Europe";2,37;90,6;NA;NA
"18135";"France";1935;5790;58,5;4,2e+07;"Europe";2,07;91,8;NA;NA
"18136";"Gabon";1935;540;32,9;419000;"Africa";5,62;382;NA;NA
"18137";"Gambia";1935;943;37,3;243000;"Africa";6;426;NA;NA
"18138";"Germany";1935;7220;61,5;68400000;"Europe";2,03;147;NA;NA
"18139";"Ghana";1935;2020;35,8;3470000;"Africa";6,4;371;NA;NA
"18140";"Greece";1935;5080;53,1;6770000;"Europe";3,78;173;NA;NA
"18141";"Guatemala";1935;2570;26,1;2120000;"Americas";6,25;443;NA;NA
"18142";"Guinea";1935;584;35,5;2710000;"Africa";6,06;399;NA;NA
"18143";"Guinea-Bissau";1935;841;31,9;483000;"Africa";7,76;383;NA;NA
"18144";"Haiti";1935;2050;28,4;2610000;"Americas";6,31;427;NA;NA
"18145";"Honduras";1935;2120;37,8;1100000;"Americas";6,04;343;NA;NA
"18146";"Hungary";1935;5300;53,6;8970000;"Europe";2,55;227;NA;NA
"18147";"Iceland";1935;4470;59,6;129000;"Europe";3,05;98,7;NA;NA
"18148";"India";1935;1110;30,7;3,04e+08;"Asia";5,92;273;NA;NA
"18149";"Indonesia";1935;1670;34,6;57400000;"Asia";5,41;359;NA;NA
"18150";"Iran";1935;2710;27,1;14200000;"Asia";7,01;468;NA;NA
"18151";"Iraq";1935;2390;32;4150000;"Asia";7,52;394;NA;NA
"18152";"Ireland";1935;5180;58,9;2940000;"Europe";2,63;93,6;NA;NA
"18153";"Israel";1935;3290;31,5;727000;"Asia";4,13;87,2;NA;NA
"18154";"Italy";1935;6200;56,2;42400000;"Europe";2,98;151;NA;NA
"18155";"Jamaica";1935;1780;44,2;1110000;"Americas";4,57;215;NA;NA
"18156";"Japan";1935;2920;48,3;69300000;"Asia";4,59;162;NA;NA
"18157";"Jordan";1935;2360;32,4;418000;"Asia";7,21;389;NA;NA
"18158";"Kenya";1935;1580;27,7;3560000;"Africa";7,09;459;NA;NA
"18159";"Kuwait";1935;1460;27;128000;"Asia";7,01;462;NA;NA
"18160";"Lebanon";1935;4780;29,9;967000;"Asia";5,75;381;NA;NA
"18161";"Lesotho";1935;428;35,8;654000;"Africa";5,83;365;NA;NA
"18162";"Liberia";1935;1200;35,4;820000;"Africa";6,21;385;NA;NA
"18163";"Libya";1935;4290;37;1040000;"Africa";7,2;370;NA;NA
"18164";"Madagascar";1935;1400;33,1;3670000;"Africa";7,05;404;NA;NA
"18165";"Malawi";1935;384;31,7;1790000;"Africa";6,78;405;NA;NA
"18166";"Malaysia";1935;2490;36,4;4860000;"Asia";5,07;338;NA;NA
"18167";"Mali";1935;660;30,4;4100000;"Africa";6,31;440;NA;NA
"18168";"Mauritania";1935;1010;34,2;617000;"Africa";6,25;386;NA;NA
"18169";"Mauritius";1935;1980;35,2;401000;"Africa";4,4;222;NA;NA
"18170";"Mexico";1935;2830;40,7;1,9e+07;"Americas";5,89;294;NA;NA
"18171";"Mongolia";1935;779;31,5;753000;"Asia";5,76;388;NA;NA
"18172";"Montenegro";1935;2920;48,5;346000;"Europe";4,52;230;NA;NA
"18173";"Morocco";1935;1460;34,2;7140000;"Africa";6,5;369;NA;NA
"18174";"Mozambique";1935;414;34,5;5390000;"Africa";6,63;390;NA;NA
"18175";"Myanmar";1935;1440;29,8;15400000;"Asia";6,03;398;NA;NA
"18176";"Namibia";1935;3040;34,7;301000;"Africa";5,96;337;NA;NA
"18177";"Nepal";1935;844;36,1;7260000;"Asia";6,09;374;NA;NA
"18178";"Netherlands";1935;8110;66,6;8430000;"Europe";2,57;52,3;NA;NA
"18179";"New Zealand";1935;8390;63,2;1560000;"Oceania";2,33;52,5;NA;NA
"18180";"Nicaragua";1935;2840;33,6;871000;"Americas";6,16;388;NA;NA
"18181";"Niger";1935;837;34,8;2350000;"Africa";6,85;400;NA;NA
"18182";"Nigeria";1935;2050;37,4;22300000;"Africa";6,47;405;NA;NA
"18183";"Norway";1935;7760;65,8;2890000;"Europe";1,78;54,9;NA;NA
"18184";"Oman";1935;2310;32,5;449000;"Asia";7,03;405;NA;NA
"18185";"Pakistan";1935;1340;31,9;25500000;"Asia";6,59;426;NA;NA
"18186";"Panama";1935;3150;40,2;592000;"Americas";5,04;305;NA;NA
"18187";"Paraguay";1935;3480;41,6;1e+06;"Americas";6,49;298;NA;NA
"18188";"Peru";1935;4050;33,1;6e+06;"Americas";6,61;343;NA;NA
"18189";"Philippines";1935;2100;38,8;1,3e+07;"Asia";5,53;320;NA;NA
"18190";"Poland";1935;2940;51,7;30100000;"Europe";3,49;200;NA;NA
"18191";"Portugal";1935;3080;46,3;7240000;"Europe";3,59;241;NA;NA
"18192";"Romania";1935;3210;45,3;1,5e+07;"Europe";4,11;312;NA;NA
"18193";"Rwanda";1935;514;34,5;1980000;"Africa";7,41;362;NA;NA
"18194";"Sao Tome and Principe";1935;1110;31,9;54000;"Africa";6,23;251;NA;NA
"18195";"Saudi Arabia";1935;970;36,8;2910000;"Asia";7;384;NA;NA
"18196";"Senegal";1935;1260;29,5;2240000;"Africa";6,01;463;NA;NA
"18197";"Serbia";1935;3480;47,9;5890000;"Europe";4,14;169;NA;NA
"18198";"Sierra Leone";1935;1110;29,8;1840000;"Africa";5,73;477;NA;NA
"18199";"Singapore";1935;4900;46,5;566000;"Asia";7,39;258;NA;NA
"18200";"Slovak Republic";1935;4140;52,3;3240000;"Europe";2,8;186;NA;NA
"18201";"Slovenia";1935;3770;49,9;1290000;"Europe";2,95;170;NA;NA
"18202";"Somalia";1935;898;33,5;2050000;"Africa";7,02;403;NA;NA
"18203";"South Africa";1935;5760;38;9850000;"Africa";6,42;334;NA;NA
"18204";"Spain";1935;4400;52,6;24700000;"Europe";3,31;165;NA;NA
"18205";"Sri Lanka";1935;1800;28;5870000;"Asia";5,22;234;NA;NA
"18206";"Sudan";1935;1300;31,5;5330000;"Africa";6,65;382;NA;NA
"18207";"Swaziland";1935;1110;33,7;157000;"Africa";6,71;380;NA;NA
"18208";"Sweden";1935;7820;64,8;6240000;"Europe";1,68;58,2;NA;NA
"18209";"Switzerland";1935;13800;62;4150000;"Europe";1,84;62,7;NA;NA
"18210";"Syria";1935;1520;33;2740000;"Asia";6,98;385;NA;NA
"18211";"Tanzania";1935;836;34,7;5730000;"Africa";6,72;381;NA;NA
"18212";"Thailand";1935;1240;38,6;14400000;"Asia";6,26;323;NA;NA
"18213";"Togo";1935;1060;33,6;1220000;"Africa";6,34;394;NA;NA
"18214";"Trinidad and Tobago";1935;3340;48,2;444000;"Americas";4,41;143;NA;NA
"18215";"Tunisia";1935;1490;34,7;2790000;"Africa";6,27;393;NA;NA
"18216";"Turkey";1935;2580;37,4;16300000;"Europe";6,72;345;NA;NA
"18217";"Uganda";1935;784;26,4;3830000;"Africa";6,89;449;NA;NA
"18218";"United Kingdom";1935;9120;62;4,7e+07;"Europe";1,75;80,5;NA;NA
"18219";"United States";1935;8870;60,9;1,3e+08;"Americas";2,04;75,3;NA;NA
"18220";"Uruguay";1935;6850;46;1870000;"Americas";2,8;150;NA;NA
"18221";"Venezuela";1935;4830;34,4;3750000;"Americas";5,37;218;NA;NA
"18222";"Vietnam";1935;1040;30,8;21200000;"Asia";4,92;360;NA;NA
"18223";"Zambia";1935;1690;35,5;1490000;"Africa";6,71;371;NA;NA
"18224";"Zimbabwe";1935;1110;34,8;2450000;"Africa";6,75;355;NA;NA
"18225";"Afghanistan";1936;951;31,2;6770000;"Asia";7,29;447;NA;NA
"18226";"Albania";1936;1780;41,8;1050000;"Europe";4,19;326;NA;NA
"18227";"Algeria";1936;3280;36,8;7410000;"Africa";7,27;373;NA;NA
"18228";"Angola";1936;2060;32,6;3970000;"Africa";7;423;NA;NA
"18229";"Argentina";1936;7010;54,7;13300000;"Americas";3,53;144;NA;NA
"18230";"Australia";1936;9010;65,5;6800000;"Oceania";2,18;55,8;NA;NA
"18231";"Austria";1936;5740;57,9;6760000;"Europe";1,8;130;NA;NA
"18232";"Bahrain";1936;3640;31,4;101000;"Asia";7;401;NA;NA
"18233";"Bangladesh";1936;1190;30,8;36200000;"Asia";6,49;379;NA;NA
"18234";"Belgium";1936;8960;60;8320000;"Europe";1,95;105;NA;NA
"18235";"Benin";1936;1140;33,3;1970000;"Africa";5,7;398;NA;NA
"18236";"Bolivia";1936;2580;35,1;2810000;"Americas";6,55;374;NA;NA
"18237";"Bosnia and Herzegovina";1936;1200;43,9;2340000;"Europe";5,15;284;NA;NA
"18238";"Botswana";1936;748;34,3;268000;"Africa";6,49;350;NA;NA
"18239";"Brazil";1936;2330;35,8;38300000;"Americas";5,9;344;NA;NA
"18240";"Bulgaria";1936;2500;51,2;6470000;"Europe";3,43;183;NA;NA
"18241";"Burkina Faso";1936;531;31,8;3870000;"Africa";6,08;419;NA;NA
"18242";"Burundi";1936;491;31,9;2060000;"Africa";6,81;379;NA;NA
"18243";"Cambodia";1936;1080;36,7;3870000;"Asia";6,95;350;NA;NA
"18244";"Cameroon";1936;1250;31,1;3140000;"Africa";5,54;417;NA;NA
"18245";"Canada";1936;6830;62,8;11200000;"Americas";2,69;86,2;NA;NA
"18246";"Central African Republic";1936;972;33;848000;"Africa";6,02;396;NA;NA
"18247";"Chad";1936;967;34,8;1500000;"Africa";6,06;392;NA;NA
"18248";"Chile";1936;4070;39,6;4790000;"Americas";5,03;409;NA;NA
"18249";"China";1936;1050;35,6;5,09e+08;"Asia";5,35;350;NA;NA
"18250";"Colombia";1936;2650;37,4;8740000;"Americas";6,15;248;NA;NA
"18251";"Comoros";1936;798;33,6;142000;"Africa";5,87;383;NA;NA
"18252";"Congo, Dem. Rep.";1936;1200;34,6;11100000;"Africa";5,99;391;NA;NA
"18253";"Congo, Rep.";1936;1330;30,9;744000;"Africa";5,67;361;NA;NA
"18254";"Costa Rica";1936;2410;46;650000;"Americas";6,5;244;NA;NA
"18255";"Cote d'Ivoire";1936;1720;34,6;2370000;"Africa";6,71;401;NA;NA
"18256";"Croatia";1936;3990;48,8;3410000;"Europe";3,85;213;NA;NA
"18257";"Cuba";1936;5800;46,1;4390000;"Americas";4,29;160;NA;NA
"18258";"Czech Republic";1936;6010;58,1;8440000;"Europe";1,67;142;NA;NA
"18259";"Denmark";1936;9890;63,5;3720000;"Europe";2,14;80,9;NA;NA
"18260";"Djibouti";1936;2110;34,2;55400;"Africa";6,3;412;NA;NA
"18261";"Dominican Republic";1936;1620;33,1;1560000;"Americas";6,25;382;NA;NA
"18262";"Ecuador";1936;1980;34,9;2350000;"Americas";6,99;365;NA;NA
"18263";"Egypt";1936;1680;31;16600000;"Africa";5,95;393;NA;NA
"18264";"El Salvador";1936;2330;34;1640000;"Americas";6,12;358;NA;NA
"18265";"Equatorial Guinea";1936;458;32;169000;"Africa";5,52;407;NA;NA
"18266";"Eritrea";1936;757;32,6;948000;"Africa";6,94;407;NA;NA
"18267";"Ethiopia";1936;564;23,3;14900000;"Africa";7,25;403;NA;NA
"18268";"Finland";1936;5540;56;3600000;"Europe";2,31;89,3;NA;NA
"18269";"France";1936;5870;59;4,2e+07;"Europe";2,09;92,4;NA;NA
"18270";"Gabon";1936;547;32,9;422000;"Africa";5,6;377;NA;NA
"18271";"Gambia";1936;946;37,4;245000;"Africa";5,95;425;NA;NA
"18272";"Germany";1936;7840;61,7;68900000;"Europe";2,07;90;NA;NA
"18273";"Ghana";1936;2100;36,4;3560000;"Africa";6,4;363;NA;NA
"18274";"Greece";1936;5010;53,6;6870000;"Europe";3,69;175;NA;NA
"18275";"Guatemala";1936;3460;26,9;2160000;"Americas";6,2;431;NA;NA
"18276";"Guinea";1936;586;35,6;2730000;"Africa";6,05;398;NA;NA
"18277";"Guinea-Bissau";1936;841;32,1;486000;"Africa";7,81;382;NA;NA
"18278";"Haiti";1936;2070;28,4;2640000;"Americas";6,31;421;NA;NA
"18279";"Honduras";1936;2110;38,2;1120000;"Americas";6,04;337;NA;NA
"18280";"Hungary";1936;5660;54,2;9030000;"Europe";2,48;202;NA;NA
"18281";"Iceland";1936;4450;62,8;130000;"Europe";3,03;67,5;NA;NA
"18282";"India";1936;1130;31;3,08e+08;"Asia";5,93;270;NA;NA
"18283";"Indonesia";1936;1770;35,1;58300000;"Asia";5,41;352;NA;NA
"18284";"Iran";1936;2790;27,2;14300000;"Asia";7,01;467;NA;NA
"18285";"Iraq";1936;2430;32;4230000;"Asia";7,56;393;NA;NA
"18286";"Ireland";1936;5340;59;2940000;"Europe";2,92;104;NA;NA
"18287";"Israel";1936;2730;33,6;762000;"Asia";3,93;95,2;NA;NA
"18288";"Italy";1936;6320;56,7;42700000;"Europe";2,87;145;NA;NA
"18289";"Jamaica";1936;1820;44,6;1130000;"Americas";4,48;201;NA;NA
"18290";"Japan";1936;3080;48,7;70400000;"Asia";4,34;181;NA;NA
"18291";"Jordan";1936;2390;33,3;421000;"Asia";7,23;378;NA;NA
"18292";"Kenya";1936;1590;28;3670000;"Africa";7,11;454;NA;NA
"18293";"Kuwait";1936;1480;27;129000;"Asia";7,03;461;NA;NA
"18294";"Lebanon";1936;4960;29,9;988000;"Asia";5,75;373;NA;NA
"18295";"Lesotho";1936;428;35,8;659000;"Africa";5,83;362;NA;NA
"18296";"Liberia";1936;1220;35,4;827000;"Africa";6,22;382;NA;NA
"18297";"Libya";1936;4340;37;1050000;"Africa";7,19;368;NA;NA
"18298";"Madagascar";1936;1430;33,2;3690000;"Africa";7,07;403;NA;NA
"18299";"Malawi";1936;386;31,7;1820000;"Africa";6,78;404;NA;NA
"18300";"Malaysia";1936;2700;37,5;4970000;"Asia";5,15;325;NA;NA
"18301";"Mali";1936;662;30,4;4140000;"Africa";6,33;443;NA;NA
"18302";"Mauritania";1936;1020;34,2;619000;"Africa";6,24;385;NA;NA
"18303";"Mauritius";1936;2010;35,3;403000;"Africa";4,3;228;NA;NA
"18304";"Mexico";1936;3010;38,6;19300000;"Americas";5,86;315;NA;NA
"18305";"Mongolia";1936;784;31,5;755000;"Asia";5,75;387;NA;NA
"18306";"Montenegro";1936;3260;49,3;349000;"Europe";4,5;223;NA;NA
"18307";"Morocco";1936;1500;34,2;7250000;"Africa";6,5;368;NA;NA
"18308";"Mozambique";1936;413;34,5;5440000;"Africa";6,63;386;NA;NA
"18309";"Myanmar";1936;1420;29,8;15600000;"Asia";6,03;397;NA;NA
"18310";"Namibia";1936;3090;34,7;307000;"Africa";5,96;327;NA;NA
"18311";"Nepal";1936;841;36,1;7340000;"Asia";6,08;373;NA;NA
"18312";"Netherlands";1936;8450;66,8;8510000;"Europe";2,51;51,9;NA;NA
"18313";"New Zealand";1936;9880;63,6;1570000;"Oceania";2,42;52,5;NA;NA
"18314";"Nicaragua";1936;2200;34,2;895000;"Americas";6,21;381;NA;NA
"18315";"Niger";1936;844;34,9;2360000;"Africa";6,86;399;NA;NA
"18316";"Nigeria";1936;2090;37,5;23100000;"Africa";6,47;402;NA;NA
"18317";"Norway";1936;8260;65,8;2900000;"Europe";1,8;54,2;NA;NA
"18318";"Oman";1936;2350;32,5;449000;"Asia";7,04;405;NA;NA
"18319";"Pakistan";1936;1380;32,3;2,6e+07;"Asia";6,59;419;NA;NA
"18320";"Panama";1936;3180;40,9;608000;"Americas";5,05;298;NA;NA
"18321";"Paraguay";1936;3520;43,2;1030000;"Americas";6,49;282;NA;NA
"18322";"Peru";1936;4140;33,1;6100000;"Americas";6,63;342;NA;NA
"18323";"Philippines";1936;2340;39,5;13300000;"Asia";5,65;305;NA;NA
"18324";"Poland";1936;3000;52,2;30400000;"Europe";3,51;226;NA;NA
"18325";"Portugal";1936;2810;47,3;7330000;"Europe";3,45;224;NA;NA
"18326";"Romania";1936;3250;46,4;15200000;"Europe";4,22;284;NA;NA
"18327";"Rwanda";1936;515;35;1990000;"Africa";7,44;356;NA;NA
"18328";"Sao Tome and Principe";1936;1110;33;54400;"Africa";6,23;250;NA;NA
"18329";"Saudi Arabia";1936;975;36,9;2930000;"Asia";7,01;383;NA;NA
"18330";"Senegal";1936;1280;29,8;2250000;"Africa";6,05;458;NA;NA
"18331";"Serbia";1936;3860;48,6;5940000;"Europe";4,09;167;NA;NA
"18332";"Sierra Leone";1936;1100;29,9;1850000;"Africa";5,74;475;NA;NA
"18333";"Singapore";1936;4890;47,3;608000;"Asia";7,48;279;NA;NA
"18334";"Slovak Republic";1936;4460;52,8;3250000;"Europe";2,79;182;NA;NA
"18335";"Slovenia";1936;4200;50,8;1300000;"Europe";2,96;157;NA;NA
"18336";"Somalia";1936;905;33,6;2060000;"Africa";7,04;399;NA;NA
"18337";"South Africa";1936;6220;38,5;10100000;"Africa";6,42;327;NA;NA
"18338";"Spain";1936;3400;50,7;24900000;"Europe";3,18;161;NA;NA
"18339";"Sri Lanka";1936;1780;42,8;5910000;"Asia";5,17;234;NA;NA
"18340";"Sudan";1936;1320;31,5;5360000;"Africa";6,66;379;NA;NA
"18341";"Swaziland";1936;1130;33,8;160000;"Africa";6,71;379;NA;NA
"18342";"Sweden";1936;8090;64,5;6260000;"Europe";1,73;57,3;NA;NA
"18343";"Switzerland";1936;13800;63,1;4160000;"Europe";1,8;59,7;NA;NA
"18344";"Syria";1936;1490;34,2;2780000;"Asia";7;369;NA;NA
"18345";"Tanzania";1936;843;34,7;5860000;"Africa";6,72;380;NA;NA
"18346";"Thailand";1936;1240;40,1;14700000;"Asia";6,25;307;NA;NA
"18347";"Togo";1936;1050;33,6;1230000;"Africa";6,34;393;NA;NA
"18348";"Trinidad and Tobago";1936;3420;48,8;451000;"Americas";4,31;139;NA;NA
"18349";"Tunisia";1936;1510;35,1;2830000;"Africa";6,24;389;NA;NA
"18350";"Turkey";1936;3030;37,5;16600000;"Europe";6,71;342;NA;NA
"18351";"Uganda";1936;788;26,7;3910000;"Africa";6,89;441;NA;NA
"18352";"United Kingdom";1936;9480;61,8;47200000;"Europe";1,77;83,3;NA;NA
"18353";"United States";1936;10100;60,4;1,31e+08;"Americas";2,01;76;NA;NA
"18354";"Uruguay";1936;6980;47,4;1900000;"Americas";2,74;132;NA;NA
"18355";"Venezuela";1936;4980;34,6;3790000;"Americas";5,38;213;NA;NA
"18356";"Vietnam";1936;1030;30,9;21400000;"Asia";4,97;354;NA;NA
"18357";"Zambia";1936;1740;35,5;1540000;"Africa";6,71;369;NA;NA
"18358";"Zimbabwe";1936;1130;34,8;2470000;"Africa";6,75;352;NA;NA
"18359";"Afghanistan";1937;957;31,3;6840000;"Asia";7,31;445;NA;NA
"18360";"Albania";1937;1790;42,8;1060000;"Europe";4,4;323;NA;NA
"18361";"Algeria";1937;3340;34,9;7510000;"Africa";7,29;367;NA;NA
"18362";"Angola";1937;2120;32,7;4e+06;"Africa";7;417;NA;NA
"18363";"Argentina";1937;7360;55,6;13500000;"Americas";3,44;140;NA;NA
"18364";"Australia";1937;9380;66,1;6850000;"Oceania";2,21;50,7;NA;NA
"18365";"Austria";1937;6040;58,2;6760000;"Europe";1,54;127;NA;NA
"18366";"Bahrain";1937;4050;32,2;102000;"Asia";7;392;NA;NA
"18367";"Bangladesh";1937;1160;31,4;36500000;"Asia";6,48;370;NA;NA
"18368";"Belgium";1937;9330;60;8350000;"Europe";1,99;102;NA;NA
"18369";"Benin";1937;1150;33,4;1990000;"Africa";5,7;398;NA;NA
"18370";"Bolivia";1937;2600;35,1;2850000;"Americas";6,56;374;NA;NA
"18371";"Bosnia and Herzegovina";1937;1180;44,5;2360000;"Europe";5,16;280;NA;NA
"18372";"Botswana";1937;754;34,3;273000;"Africa";6,49;346;NA;NA
"18373";"Brazil";1937;2370;36,3;39100000;"Americas";5,9;337;NA;NA
"18374";"Bulgaria";1937;2620;51,7;6520000;"Europe";3,31;176;NA;NA
"18375";"Burkina Faso";1937;531;31,8;3890000;"Africa";6,07;418;NA;NA
"18376";"Burundi";1937;493;31,9;2080000;"Africa";6,81;376;NA;NA
"18377";"Cambodia";1937;1080;36,7;3900000;"Asia";6,95;349;NA;NA
"18378";"Cameroon";1937;1270;31,1;3200000;"Africa";5,54;415;NA;NA
"18379";"Canada";1937;7400;61,4;11300000;"Americas";2,64;103;NA;NA
"18380";"Central African Republic";1937;987;33;869000;"Africa";5,98;393;NA;NA
"18381";"Chad";1937;983;34,8;1540000;"Africa";6,06;390;NA;NA
"18382";"Chile";1937;4540;39,7;4870000;"Americas";4,93;392;NA;NA
"18383";"China";1937;1010;33,4;5,11e+08;"Asia";5,33;346;NA;NA
"18384";"Colombia";1937;2650;38;8850000;"Americas";6,13;242;NA;NA
"18385";"Comoros";1937;799;33,6;143000;"Africa";5,85;382;NA;NA
"18386";"Congo, Dem. Rep.";1937;1220;34,7;11100000;"Africa";5,99;390;NA;NA
